Token_ID,Symbol,Series,Price_Band,Company_Name,ISIN,High_Price_Rs
17187,CYIENTDLM,EQ,20,CYIENT DLM LIMITED,INE055S01018,492.35
781,DALMIASUG,EQ,20,DALMIA BHARAT SUG IN LTD,INE495A01022,443.9
28662,DAMCAPITAL,EQ,20,DAM CAPITAL ADVISORS LTD,INE284H01025,276.6
17541,DAMODARIND,EQ,20,DAMODAR INDUSTRIES LTD,INE497D01022,39.45
11423,DATAMATICS,EQ,20,DATAMATICS GLOBAL SER LTD,INE365B01017,612.35
7358,DATAPATTNS,EQ,20,DATA PATTERNS INDIA LTD,INE0IX101010,2972.0
21794,DAVANGERE,EQ,20,DAVANGERE SUGAR COMPANY L,INE179G01029,3.82
17881,DBCORP,EQ,20,D.B.CORP LTD,INE950I01011,256.4
25892,DBEIL,EQ,20,DEEPAK BUILDERS & ENG I L,INE0OPA01019,149.4
18086,DBL,EQ,20,DILIP BUILDCON LIMITED,INE917M01012,492.6
18124,DBREALTY,EQ,20,VALOR ESTATE LIMITED,INE879I01012,206.9
31107,DBSTOCKBRO,EQ,20,DB (INT) STOCK BROKERS,INE921B01025,30.45
21704,DCAL,EQ,20,DISHMAN CARBO AMCIS LTD,INE385W01011,277.0
13725,DCBBANK,EQ,20,DCB BANK LIMITED,INE503A01015,148.5
805,DCM,EQ,20,DCM LTD,INE498A01018,107.04
11039,DCMNVL,EQ,20,DCM NOUVELLE LIMITED,INE08KP01019,188.0
811,DCMSHRIRAM,EQ,20,DCM SHRIRAM LIMITED,INE499A01024,1088.0
7325,DCMSRIND,EQ,20,DCM SHRIRAM IND LTD,INE843D01027,167.6
817,DCW,EQ,20,DCW LTD,INE500A01029,77.85
11895,DCXINDIA,EQ,20,DCX SYSTEMS LIMITED,INE0KL801015,311.45
29098,DDEVPLSTIK,EQ,20,DDEV PLASTIKS IND LTD,INE0HR601026,277.9
14838,DECCANCE,EQ,20,DECCAN CEMENTS LIMITED,INE583C01021,729.55
24154,DEEDEV,EQ,20,DEE DEVELOPMENT ENG LTD,INE841L01016,300.95
827,DEEPAKFERT,EQ,20,DEEPAK FERTILIZERS & PETR,INE501A01019,1507.9
19943,DEEPAKNTR,EQ,20,DEEPAK NITRITE LTD,INE288B01029,2036.2
3292,DEEPINDS,EQ,20,DEEP INDUSTRIES LIMITED,INE0FHS01024,436.95
15044,DELTACORP,EQ,20,DELTA CORP LIMITED,INE124G01033,93.6
17722,DEN,EQ,20,DEN NETWORKS LTD,INE947J01015,38.0
4279,DENORA,EQ,20,DE NORA INDIA LIMITED,INE244A01016,909.9
29256,DENTA,EQ,20,DENTA WATER N INFRA SOL L,INE0R4L01018,282.45
8146,DEVIT,EQ,20,DEV INFO TECHNOLOGY LTD,INE060X01026,106.6
5373,DEVYANI,EQ,20,DEVYANI INTERNATIONAL LTD,INE872J01023,170.5
857,DHAMPURSUG,EQ,20,DHAMPUR SUGAR MILLS LTD.,INE041A01016,152.7
15384,DHANI,EQ,20,DHANI SERVICES LIMITED,INE274G01010,61.36
24409,DHANUKA,EQ,20,DHANUKA AGRITECH LTD,INE435G01025,1658.5
13001,DHARMAJ,EQ,20,DHARMAJ CROP GUARD LTD,INE00OQ01016,252.0
22233,DHUNINV,EQ,20,DHUNSERI INVESTMENTS LTD,INE320L01011,1462.9
18644,DIAMINESQ,EQ,20,DIAMINES & CHEMICALS LTD,INE591D01014,377.45
21840,DIAMONDYD,EQ,20,PRATAAP SNACKS LIMITED,INE393P01035,1180.0
703,DICIND,EQ,20,DIC INDIA LIMITED,INE303A01010,664.0
25672,DIFFNKG,EQ,20,DIFFUSION ENGINEERS LTD,INE184O01015,324.3
21247,DIGIDRIVE,EQ,20,DIGIDRIVE DISTRIBUTORS L,INE0PSC01024,33.98
16683,DIGISPICE,EQ,20,DIGISPICE TECHNOLOGIES LT,INE927C01020,21.3
14479,DIVGIITTS,EQ,20,DIVGI TORQTRANSFER SYST L,INE753U01022,558.65
2636,DIVOPPBEES,EQ,20,NIP IND ETF DIV OPP,INF204KA1MS3,78.9
12749,DJML,EQ,20,DJ MEDIAPRINT & LOG LTD,INE0B1K01014,112.99
17851,DLINKINDIA,EQ,20,D-LINK INDIA LTD,INE250K01012,486.75
6973,DMCC,EQ,20,DMCC SPECIALITY CHEMICALS,INE505A01010,273.95
641,DNAMEDIA,EQ,20,DILIGENT MEDIA CORP LTD.,INE016M01021,5.4
4822,DODLA,EQ,20,DODLA DAIRY LIMITED,INE021O01019,1239.9
12124,DOLATALGO,EQ,20,DOLAT ALGOTECH LIMITED,INE966A01022,100.77
20560,DOLLAR,EQ,20,DOLLAR INDUSTRIES LIMITED,INE325C01035,410.55
20551,DOMS,EQ,20,DOMS INDUSTRIES LIMITED,INE321T01012,2485.5
13839,DONEAR,EQ,20,DONEAR IND. LIMITED,INE668D01028,110.6
936,DPABHUSHAN,EQ,20,D. P. ABHUSHAN LIMITED,INE266Y01019,1557.6
15419,DPSCLTD,EQ,20,DPSC LIMITED,INE360C01024,13.55
16900,DPWIRES,EQ,20,D P WIRES LIMITED,INE864X01013,261.95
2645,DRCSYSTEMS,EQ,20,DRC SYSTEMS INDIA LIMITED,INE03RS01027,19.01
10859,DREAMFOLKS,EQ,20,DREAMFOLKS SERVICES LTD,INE0JS101016,259.2
11271,DREDGECORP,EQ,20,DREDGING CORP OF INDIA,INE506A01018,823.8
25690,DSSL,EQ,20,DYNACONS SYS & SOLN LTD,INE417B01040,1099.0
6227,DTIL,EQ,20,DHUNSERI TEA & IND. LTD.,INE341R01014,201.8
28952,DUCON,EQ,20,DUCON INFRATECHNOLOGIES L,INE741L01018,7.14
15214,DVL,EQ,20,DHUNSERI VENTURES LIMITED,INE477B01010,339.25
11667,DWARKESH,EQ,20,DWARIKESH SUGAR IND LTD,INE366A01041,49.7
4525,DYNAMATECH,EQ,20,DYNAMATIC TECHNOLOGIES,INE221B01012,6908.0
21314,DYNPRO,EQ,20,DYNEMIC PRODUCTS LIMITED,INE256H01015,294.0
2792,EASEMYTRIP,EQ,20,EASY TRIP PLANNERS LTD,INE07O001026,11.12
25258,EBANKNIFTY,EQ,20,EDELAMC - EBANKNIFTY,INF754K01TE4,56.0
16253,EBBETF0430,EQ,20,EDELAMC - EBBETF0430,INF754K01KO2,1567.24
22239,EBBETF0431,EQ,20,EDELAMC - EBBETF0431,INF754K01LE1,1370.23
13139,EBBETF0433,EQ,20,EDELAMC - EBBETF0433,INF754K01QX0,1256.42
29019,ECAPINSURE,EQ,20,EDELAMC - ECAPINSURE,INF754K01TX4,22.87
15179,ECLERX,EQ,20,ECLERX SERVICES LTD,INE738I01010,3570.0
25060,ECOSMOBLTY,EQ,20,ECOS (INDIA) MOB & HOSP L,INE06HJ01020,290.2
15119,EDELWEISS,EQ,20,EDELWEISS FIN SERV LTD,INE532F01054,109.8
19933,EGOLD,EQ,20,EDELAMC - EGOLD,INF754K01SE6,97.6
916,EIDPARRY,EQ,20,EID PARRY INDIA LTD,INE126A01031,959.9
27213,EIEL,EQ,20,ENVIRO INFRA ENGINEERS L,INE0LLY01014,235.7
6040,EIFFL,EQ,20,EURO (I) FRESH FOODS LTD,INE546V01010,223.0
15399,EIHAHOTELS,EQ,20,EIH ASSOCIATED HOTELS LTD,INE276C01014,403.7
919,EIHOTEL,EQ,20,EIH LIMITED,INE230A01023,380.5
4040,EIMCOELECO,EQ,20,EIMCO ELECON (INDIA) LTD,INE158B01016,2456.3
13091,EKC,EQ,20,EVEREST KANTO CYLINDERLTD,INE184H01027,133.79
8953,ELDEHSG,EQ,20,ELDECO HSG & IND LTD.,INE668G01021,825.3
13643,ELECON,EQ,20,ELECON ENG. CO. LTD,INE205B01031,703.0
928,ELECTCAST,EQ,20,ELECTROSTEEL CASTINGS LTD,INE086A01029,108.5
937,ELGIEQUIP,EQ,20,ELGI EQUIPMENTS LTD,INE285A01027,545.0
13517,EMAMILTD,EQ,20,EMAMI LIMITED,INE548C01032,590.35
10074,EMAMIPAP,EQ,20,EMAMI PAPER MILLS LIMITED,INE830C01026,100.5
14450,EMBDL,EQ,20,EMBASSY DEVELOPMENTS LTD,INE069I01010,115.75
11530,EMIL,EQ,20,ELECTRONICS MART IND LTD,INE02YR01019,128.39
18142,EMMBI,EQ,20,EMMBI INDUSTRIES LIMITED,INE753K01015,114.64
18593,EMSLIMITED,EQ,20,EMS LIMITED,INE0OV601013,597.95
9756,EMUDHRA,EQ,20,EMUDHRA LIMITED,INE01QM01018,793.1
25996,EMULTIMQ,EQ,20,EDELAMC - EMULTIMQ,INF754K01TF1,42.5
18822,ENDURANCE,EQ,20,ENDURANCE TECHNO. LTD.,INE913H01037,2456.7
4907,ENGINERSIN,EQ,20,ENGINEERS INDIA LTD,INE510A01028,235.67
13192,ENIL,EQ,20,ENTERTAIN NET. IND. LTD.,INE265F01028,154.59
22717,ENTERO,EQ,20,ENTERO HEALTHCARE SOLU L,INE010601016,1247.4
5382,EPIGRAL,EQ,20,EPIGRAL LIMITED,INE071N01016,1797.9
981,EPL,EQ,20,EPL LIMITED,INE255A01020,247.99
30121,EQUAL200,EQ,20,MIRAEAMC - EQUAL200,INF769K01OA1,12.91
757142,EQUAL50,EQ,20,MIRAEAMC - EQUAL50,INF769K01OO2,309.41
6606,EQUAL50ADD,EQ,20,DSPAMC - DSPNEWETF,INF740KA1QK2,322.98
913,EQUITASBNK,EQ,20,EQUITAS SMALL FIN BNK LTD,INE063P01018,67.2
21154,ERIS,EQ,20,ERIS LIFESCIENCES LIMITED,INE406M01024,1585.7
955,ESABINDIA,EQ,20,ESAB INDIA LTD,INE284A01012,5245.0
19878,ESAFSFB,EQ,20,ESAF SMALL FINANCE BANK L,INE818W01011,33.48
958,ESCORTS,EQ,20,ESCORTS KUBOTA LIMITED,INE042A01014,3422.4
1200,ESG,EQ,20,MIRAEAMC - MAESGETF,INF769K01GS9,42.07
20257,ESILVER,EQ,20,EDELAMC - ESILVER,INF754K01SF3,99.55
30323,ESSENTIA,EQ,20,INTEGRA ESSENTIA LIMITED,INE418N01035,2.34
24265,ESTER,EQ,20,ESTER INDUSTRIES LTD,INE778B01029,142.73
9750,ETHOSLTD,EQ,20,ETHOS LIMITED,INE04TZ01018,2849.4
25162,EUREKAFORB,EQ,20,EUREKA FORBES LIMITED,INE0KCE01017,643.85
11782,EVEREADY,EQ,20,EVEREADY INDS. IND.  LTD.,INE128A01029,308.85
755881,EVIETF,EQ,20,ICICIPRAMC - EVIETF,INF109K1A153,29.97
24461,EVINDIA,EQ,20,MIRAEAMC - EVINDIA,INF769K01LQ3,29.24
11471,EXCELINDUS,EQ,20,EXCEL INDUSTRIES LTD,INE369A01029,1224.8
17486,EXPLEOSOL,EQ,20,EXPLEO SOLUTIONS LIMITED,INE201K01015,1070.0
5352,EXXARO,EQ,20,EXXARO TILES LIMITED,INE0GFE01026,8.28
1008,FACT,EQ,20,FACT LTD,INE188A01015,898.0
1614,FAIRCHEMOR,EQ,20,FAIRCHEM ORGANICS LIMITED,INE0DNW01011,995.1
12000,FAZE3Q,EQ,20,FAZE THREE LIMITED,INE963C01033,559.6
6198,FCL,EQ,20,FINEOTEX CHEMICAL LIMITED,INE045J01026,252.2
11999,FCSSOFT,EQ,20,FCS SOFTWARE SOLN. LTD.,INE512B01022,2.68
4898,FDC,EQ,20,FDC LIMITED,INE258B01022,451.85
20322,FEDFINA,EQ,20,FEDBANK FINANCIAL SER L,INE007N01010,103.2
8159,FIBERWEB,EQ,20,FIBERWEB INDIA LIMITED,INE296C01020,56.0
13710,FIEMIND,EQ,20,FIEM INDUSTRIES LIMITED,INE737H01014,1769.9
24532,FILATEX,EQ,20,FILATEX INDIA LTD,INE816B01035,58.75
1038,FINCABLES,EQ,20,FINOLEX CABLES LTD,INE235A01022,983.75
3744,FINEORG,EQ,20,FINE ORGANIC IND. LTD.,INE686Y01026,4790.0
12578,FINIETF,EQ,20,ICICIPRAMC-ICICIFIN,INF109KC17L8,29.85
6579,FINOPB,EQ,20,FINO PAYMENTS BANK LTD,INE02NC01014,243.75
1041,FINPIPE,EQ,20,FINOLEX INDUSTRIES LTD,INE183A01024,220.07
24814,FIRSTCRY,EQ,20,BRAINBEES SOLUTIONS LTD,INE02RE01045,355.0
12032,FIVESTAR,EQ,20,FIVE-STAR BUS FIN LTD,INE128S01021,725.0
13750,FLUOROCHEM,EQ,20,GUJARAT FLUOROCHEM LTD,INE09N301011,3600.0
5306,FMCGIETF,EQ,20,ICICIPRAMC - ICICIFMCG,INF109KC19V3,59.78
1190,FMGOETZE,EQ,20,FEDERAL-MOGUL GOETZE (IND,INE529A01010,473.15
6673,FOODSIN,EQ,20,FOODS & INNS LIMITED,INE976E01023,99.95
11573,FORCEMOT,EQ,20,FORCE MOTORS LIMITED,INE451A01017,12742.0
1073,FOSECOIND,EQ,20,FOSECO INDIA LTD,INE519A01011,4747.0
14304,FSL,EQ,20,FIRSTSOURCE SOLU. LTD.,INE684F01012,388.85
11932,FUSION,EQ,20,FUSION FINANCE LIMITED,INE139R01012,173.4
1085,GABRIEL,EQ,20,GABRIEL INDIA LTD,INE524A01029,669.9
8828,GAEL,EQ,20,GUJARAT AMBUJA EXPORTS LT,INE036B01030,117.89
25134,GALAPREC,EQ,20,GALA PRECISION ENG LTD,INE0RE001014,907.45
1315,GALAXYSURF,EQ,20,GALAXY SURFACTANTS LTD,INE600K01018,2357.7
13337,GALLANTT,EQ,20,GALLANTT ISPAT LIMITED,INE297H01019,474.4
20303,GANDHAR,EQ,20,GANDHAR OIL REFINE IND L,INE717W01049,181.33
14116,GANDHITUBE,EQ,20,GANDHI SPL. TUBES LTD,INE524B01027,715.0
6944,GANECOS,EQ,20,GANESHA ECOSPHERE LIMITED,INE845D01014,1538.0
5614,GANESHBE,EQ,20,GANESH BENZOPLAST LIMITED,INE388A01029,116.01
14339,GANESHHOUC,EQ,20,GANESH HOUSING CORP LTD,INE460C01014,1032.8
21399,GANGESSECU,EQ,20,GANGES SECURITIES LIMITED,INE335W01016,164.0
1100,GARFIBRES,EQ,20,GARWARE TECH FIBRES LTD,INE276A01018,870.0
25800,GARUDA,EQ,20,GARUDA CONSTRUCT N ENG L,INE0JVO01026,116.27
8510,GATEWAY,EQ,20,GATEWAY DISTRIPARKS LTD,INE079J01017,66.65
13658,GEECEE,EQ,20,GEECEE VENTURES LIMITED,INE916G01016,398.0
17922,GEEKAYWIRE,EQ,20,GEEKAY WIRES LIMITED,INE669X01024,73.13
2188,GENCON,EQ,20,GENERIC ENG CONS PROJ LTD,INE854S01022,38.19
10905,GENESYS,EQ,20,GENESYS INTL CORPN LTD,INE727B01026,750.75
6600,GENUSPAPER,EQ,20,GENUS P&B LIMITED,INE949P01018,20.66
11896,GEOJITFSL,EQ,20,GEOJIT FINANCIAL SER L,INE007B01023,87.4
7862,GEPIL,EQ,20,GE POWER INDIA LIMITED,INE878A01011,289.55
13776,GESHIP,EQ,20,THE GE SHPG.LTD,INE017A01032,980.0
1289,GFLLIMITED,EQ,20,GFL LIMITED,INE538A01037,66.49
1127,GHCL,EQ,20,GHCL LIMITED,INE539A01019,617.4
16696,GHCLTEXTIL,EQ,20,GHCL TEXTILES LIMITED,INE0PA801013,94.8
1139,GICHSGFIN,EQ,20,GIC HOUSING FINANCE LTD,INE289B01019,190.75
277,GICRE,EQ,20,GENERAL INS CORP OF INDIA,INE481Y01014,412.35
1576,GILLETTE,EQ,20,GILLETTE INDIA LTD,INE322A01010,9539.5
3172,GILT5YBEES,EQ,20,RELCAPAMC - NETFGILT5Y,INF204KC1030,62.65
1145,GIPCL,EQ,20,GUJ IND POW CO. LTD,INE162A01010,198.54
1186,GLAND,EQ,20,GLAND PHARMA LIMITED,INE068V01023,1622.0
1153,GLAXO,EQ,20,GLAXOSMITHKLINE PHARMA LT,INE159A01016,3397.6
1415,GLOBAL,EQ,20,GLOBAL EDUCATION LIMITED,INE291W01037,62.87
17424,GLOBUSSPR,EQ,20,GLOBUS SPIRITS LTD,INE615I01010,977.45
23590,GLOSTERLTD,EQ,20,GLOSTER LIMITED,INE350Z01018,670.0
1168,GMBREW,EQ,20,G M BREWERIES LTD,INE075D01018,719.45
5204,GMDCLTD,EQ,20,GUJARAT MINERAL DEV CORP,INE131A01031,369.5
1570,GMMPFAUDLR,EQ,20,GMM PFAUDLER LIMITED,INE541A01023,1145.0
8529,GMRP&UI,EQ,20,GMR POW AND URBAN INFRA L,INE0CU601026,114.89
18571,GNA,EQ,20,GNA AXLES LIMITED,INE934S01014,342.95
1174,GNFC,EQ,20,GUJ NAR VAL FER & CHEM L,INE113A01013,538.95
14687,GOACARBON,EQ,20,GOA CARBON LIMITED,INE426D01013,493.75
3963,GOCLCORP,EQ,20,GOCL CORPORATION LIMITED,INE077F01035,311.0
6964,GOCOLORS,EQ,20,GO FASHION INDIA LTD,INE0BJS01011,863.6
23799,GODIGIT,EQ,20,GO DIGIT GENERAL INS LTD,INE03JT01014,346.8
144,GODREJAGRO,EQ,20,GODREJ AGROVET LIMITED,INE850D01014,768.65
11778,GOKEX,EQ,20,GOKALDAS EXPORTS LTD.,INE887G01027,987.2
16705,GOKUL,EQ,20,GOKUL REFOILS & SOLV LTD,INE020J01029,52.49
14480,GOKULAGRO,EQ,20,GOKUL AGRO RESOURCES LTD,INE314T01025,253.27
14858,GOLD1,EQ,20,KOTAK GOLD ETF,INF174KA1HJ8,81.25
30105,GOLD360,EQ,20,360ONEAMC - GOLD360,INF579M01BB5,96.5
14428,GOLDBEES,EQ,20,NIP IND ETF GOLD BEES,INF204KB17I5,80.9
22901,GOLDCASE,EQ,20,ZERODHAAMC - GOLDCASE,INF0R8F01042,15.58
14286,GOLDETF,EQ,20,MIRAEAMC - MAGOLDETF,INF769K01JP9,94.54
15356,GOLDETFADD,EQ,20,DSPAMC - DSPGOLDETF,INF740KA1SW3,95.86
19679,GOLDIETF,EQ,20,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,83.35
14535,GOLDSHARE,EQ,20,UTI GOLD ETF,INF789F1AUX7,81.7
6125,GOODLUCK,EQ,20,GOODLUCK INDIA LIMITED,INE127I01024,971.0
11787,GOYALALUM,EQ,20,GOYAL ALUMINIUMS LIMITED,INE705X01026,8.34
13409,GPIL,EQ,20,GODAWARI POW & ISP LTD,INE177H01039,195.85
19731,GPPL,EQ,20,GUJARAT PIPAVAV PORT LTD,INE517F01014,161.3
22846,GPTHEALTH,EQ,20,GPT HEALTHCARE LIMITED,INE486R01017,155.4
17685,GPTINFRA,EQ,20,GPT INFRAPROJECTS LTD,INE390G01014,145.0
592,GRAPHITE,EQ,20,GRAPHITE INDIA LTD,INE371A01025,551.75
20534,GRAVITA,EQ,20,GRAVITA INDIA LIMITED,INE024L01027,1864.9
1235,GREAVESCOT,EQ,20,GREAVES COTTON LTD.,INE224A01026,203.4
6848,GREENLAM,EQ,20,GREENLAM INDUSTRIES LTD.,INE544R01021,262.8
13810,GREENPANEL,EQ,20,GREENPANEL INDUSTRIES LTD,INE08ZM01014,263.5
3987,GREENPLY,EQ,20,GREENPLY INDUSTRIES LTD,INE461C01038,331.9
20110,GREENPOWER,EQ,20,ORIENT GREEN POWER CO LTD,INE999K01014,13.55
13560,GRINDWELL,EQ,20,GRINDWELL NORTON LIMITED,INE536A01023,1804.0
5054,GRINFRA,EQ,20,G R INFRAPROJECTS LIMITED,INE201P01022,1316.4
10871,GRMOVER,EQ,20,GRM OVERSEAS LIMITED,INE192H01020,304.5
17770,GROBTEA,EQ,20,THE GROB TEA COMPANY LTD,INE646C01018,1030.0
25758,GROWWDEFNC,EQ,20,GROWWAMC - GROWWDEFNC,INF666M01IO8,87.5
24798,GROWWEV,EQ,20,GROWWAMC - GROWWEV,INF666M01IH2,29.29
25872,GROWWGOLD,EQ,20,GROWWAMC - GROWWGOLD,INF666M01IW1,95.6
25447,GROWWLIQID,EQ,20,GROWWAMC - GROWWLIQID,INF666M01IP5,104.5
756086,GROWWMOM50,EQ,20,GROWWAMC - GROWWMOM50,INF666M01KJ4,10.71
29872,GROWWN200,EQ,20,GROWWAMC - GROWWN200,INF666M01JV1,11.26
29527,GROWWRAIL,EQ,20,GROWWAMC - GROWWRAIL,INF666M01JJ6,38.85
756827,GROWWSLVR,EQ,20,GROWWAMC - GROWWSLVR,INF666M01LA1,97.9
24847,GSEC10ABSL,EQ,20,BIRLASLAMC - GSEC10ABSL,INF209KC1142,109.73
13143,GSEC10IETF,EQ,20,ICICIPRAMC - ICICI10GS,INF109KC18O0,259.04
14938,GSEC10YEAR,EQ,20,MIRAEAMC - MAGS813ETF,INF769K01KF8,29.41
8342,GSEC5IETF,EQ,20,ICICIPRAMC - ICICI5GSEC,INF109KC14A8,63.99
1247,GSFC,EQ,20,GUJ STATE FERT & CHEM LTD,INE026A01025,202.49
14599,GSLSU,EQ,20,GLOBAL SURFACES LIMITED,INE0JSX01015,133.8
13197,GSPL,EQ,20,GUJARAT STATE PETRO LTD,INE246F01010,330.3
15347,GSS,EQ,20,GSS INFOTECH LIMITED,INE871H01011,35.5
1162,GTL,EQ,20,GTL LTD,INE043A01012,9.64
13745,GTLINFRA,EQ,20,GTL INFRA.LTD,INE221H01019,1.55
21195,GTPL,EQ,20,GTPL HATHWAY LIMITED,INE869I01013,112.78
11606,GUFICBIO,EQ,20,GUFIC BIOSCIENCES LTD.,INE742B01025,372.0
1267,GUJALKALI,EQ,20,GUJARAT ALKALIES & CHEM,INE186A01019,593.3
10599,GUJGASLTD,EQ,20,GUJARAT GAS LIMITED,INE844O01030,467.8
29731,GUJTHEM,EQ,20,GUJARAT THEMIS BIOSYN LTD,INE942C01045,314.0
4391,GULFOILLUB,EQ,20,GULF OIL LUB. IND. LTD.,INE635Q01029,1191.1
11581,GULFPETRO,EQ,20,GP PETROLEUMS LIMITED,INE586G01017,51.55
6286,GULPOLY,EQ,20,GULSHAN POLYOLS LIMITED,INE255D01024,187.2
48,HAPPSTMNDS,EQ,20,HAPPIEST MINDS TECHNO LTD,INE419U01012,598.0
8968,HARIOMPIPE,EQ,20,HARIOM PIPE INDUSTRIES L,INE00EV01017,399.0
1313,HARRMALAYA,EQ,20,HARRISON MALAYALAM LTD,INE544A01019,220.0
11162,HARSHA,EQ,20,HARSHA ENGINEERS INT LTD,INE0JUS01029,397.3
18154,HATHWAY,EQ,20,HATHWAY CABLE & DATACOM,INE982F01036,16.13
3892,HATSUN,EQ,20,HATSUN AGRO PRODUCT LTD.,INE473B01035,981.65
7457,HAVISHA,EQ,20,SRI HAVISHA HOSP & INFR L,INE293B01029,2.04
13966,HBLENGINE,EQ,20,HBL ENGINEERING LTD,INE292B01021,617.95
1375,HCC,EQ,20,HINDUSTAN CONSTRUCTION CO,INE549A01026,34.69
15555,HCG,EQ,20,HEALTHCARE GLOB. ENT. LTD,INE075I01017,557.85
14230,HDFCBSE500,EQ,20,HDFCAMC - HDFCBSE500,INF179KC1EZ4,36.49
19543,HDFCGOLD,EQ,20,HDFC GOLD ETF,INF179KC1981,83.2
11241,HDFCGROWTH,EQ,20,HDFCAMC - HDFCGROWTH,INF179KC1DJ0,118.02
18279,HDFCLIQUID,EQ,20,HDFCAMC - HDFCLIQUID,INF179KC1JG3,1018.64
11547,HDFCLOWVOL,EQ,20,HDFCAMC - HDFCLOWVOL,INF179KC1HU8,20.24
14236,HDFCMID150,EQ,20,HDFCAMC - HDFCMID150,INF179KC1HT0,21.49
11538,HDFCMOMENT,EQ,20,HDFCAMC - HDFCMOMENT,INF179KC1HV6,30.9
10619,HDFCNEXT50,EQ,20,HDFCAMC - HDFCNEXT50,INF179KC1HS2,68.0
10633,HDFCNIF100,EQ,20,HDFCAMC - HDFCNIF100,INF179KC1HR4,26.19
22433,HDFCNIFBAN,EQ,20,HDFCAMC - HDFCNIFBAN,INF179KC1HY0,57.29
12101,HDFCNIFIT,EQ,20,HDFCAMC - HDFCNIFIT,INF179KC1IA8,39.34
11591,HDFCNIFTY,EQ,20,HDFCAMC - HDFCNIFTY,INF179KC1965,276.46
22595,HDFCPSUBK,EQ,20,HDFCAMC HDFCPSUBK,INF179KC1HW4,72.11
12108,HDFCPVTBAN,EQ,20,HDFCAMC - HDFCPVTBAN,INF179KC1HZ7,28.14
11255,HDFCQUAL,EQ,20,HDFCAMC - HDFCQUAL,INF179KC1DL6,57.84
11593,HDFCSENSEX,EQ,20,HDFCAMC - HDFCSENSEX,INF179KC1HX2,91.26
10876,HDFCSILVER,EQ,20,HDFCAMC - HDFCSILVER,INF179KC1DI2,95.25
14233,HDFCSML250,EQ,20,HDFCAMC - HDFCSML250,INF179KC1FB2,170.66
11260,HDFCVALUE,EQ,20,HDFCAMC - HDFCVALUE,INF179KC1DK8,136.31
22592,HEALTHADD,EQ,20,DSPAMC - HEALTHADD,INF740KA1UF4,140.14
3626,HEALTHIETF,EQ,20,ICICIPRAMC - ICICIPHARM,INF109KC1Q72,142.45
6297,HEALTHY,EQ,20,BIRLASLAMC - HEALTHY,INF209KB10C2,14.3
1336,HEG,EQ,20,HEG LTD,INE545A01024,526.9
2316,HEIDELBERG,EQ,20,HEIDELBERGCEMENT (I) LTD,INE578A01017,198.02
701,HEMIPROP,EQ,20,HEMISPHERE PROP IND LTD,INE0AJG01018,140.48
4598,HERITGFOOD,EQ,20,HERITAGE FOODS LTD,INE978A01027,423.55
7048,HESTERBIO,EQ,20,HESTER BIOSCIENCES LTD,INE782E01017,1825.9
715,HEUBACHIND,EQ,20,HEUBACH COLORANTS IND LTD,INE492A01029,589.8
29666,HEXT,EQ,20,HEXAWARE TECHNOLOGIES LTD,INE093A01041,854.0
1672,HGINFRA,EQ,20,H.G.INFRA ENGINEERING LTD,INE926X01010,1136.6
14712,HGS,EQ,20,HINDUJA GLOBAL SOLS. LTD.,INE170I01016,516.3
9668,HIKAL,EQ,20,HIKAL LIMITED,INE475B01022,387.0
1360,HIMATSEIDE,EQ,20,HIMATSINGKA SEIDE LTD,INE049A01027,151.95
1372,HINDCOMPOS,EQ,20,HINDUSTAN COMPOSITES LTD.,INE310C01029,506.95
21676,HINDMOTORS,EQ,20,HINDUSTAN MOTORS LIMITED,INE253A01025,34.48
1403,HINDOILEXP,EQ,20,HINDUSTAN OIL EXPLORATION,INE345A01011,175.29
15883,HINDWAREAP,EQ,20,HINDWARE HME INOVATON LTD,INE05AN01011,274.0
13890,HIRECT,EQ,20,HIND RECTIFIER LIMITED,INE835D01023,1298.2
19322,HISARMETAL,EQ,20,HISAR METAL IND. LIMITED,INE598C01011,199.1
2868,HITECH,EQ,20,HI-TECH PIPES LIMITED,INE106T01025,97.77
15161,HITECHCORP,EQ,20,HITECH CORPORATION LTD,INE120D01012,189.99
1448,HLVLTD,EQ,20,HLV LIMITED,INE102A01024,14.5
19211,HMVL,EQ,20,HINDUSTAN MEDIA VENT LTD,INE871K01015,94.0
12173,HNDFDS,EQ,20,HINDUSTAN FOODS LIMITED,INE254N01026,548.35
18284,HNGSNGBEES,EQ,20,NIP IND ETF HANGSENG BEES,INF204KB19I1,394.98
2056,HOMEFIRST,EQ,20,HOME FIRST FIN CO IND LTD,INE481N01025,1283.1
19813,HONASA,EQ,20,HONASA CONSUMER LIMITED,INE0J5401028,317.0
3417,HONAUT,EQ,20,HONEYWELL AUTOMATION IND,INE671A01010,39495.0
3138,HONDAPOWER,EQ,20,HONDA I POWER PRODUCT LTD,INE634A01018,3097.9
7376,HPAL,EQ,20,HP ADHESIVES LIMITED,INE0GSL01024,52.5
11796,HPIL,EQ,20,HINDPRAKASH INDUSTRY LTD,INE05X901010,142.5
18679,HPL,EQ,20,HPL ELECTRIC & POWER LTD,INE495S01016,594.0
14334,HSCL,EQ,20,HIMADRI SPECIALITY CHEM L,INE019C01026,474.25
